ts,ts.1,copv_1,copv_2,qd_pres,oxtank_1,oxtank_2,pilot_pres,ereg_closed,ereg_stage_1,ereg_stage_2,copv_1_median,copv_2_median,qd_pres_median,oxtank_1_median,oxtank_2_median,pilot_pres_median
1773431400065174,3148758909,2795.78125,77.65621185302734,0,-3.656253337860107,-0.6562583446502686,441.8437805175781,True,False,False,2798.90625,79.84369659423828,0,-3.468744516372681,-0.6562583446502686,441.984375
1773431400171832,3148863908,2795.625,77.65621185302734,0,-3.328129768371582,-0.796884298324585,441.8437805175781,True,False,False,2798.75,79.68746185302734,0,-3.468744516372681,-0.6562583446502686,441.984375
1773431400274738,3148973547,2795.15625,81.71871185302734,0,-2.81249737739563,-0.6562583446502686,441.890625,True,False,False,2798.4375,79.68746185302734,0,-3.468744516372681,-0.6562583446502686,441.984375
1773431400386540,3149080909,2795.312744140625,76.56246185302734,0,-3.234364032745361,-0.609375536441803,441.9375305175781,True,False,False,2798.4375,79.68746185302734,0,-3.468744516372681,-0.6562583446502686,441.984375
1773431400483566,3149184247,2795.312744140625,77.96875762939453,0,-2.437502145767212,-0.609375536441803,441.796875,True,False,False,2797.96875,79.21874237060547,0,-3.328129768371582,-0.6562583446502686,441.984375
1773431400590727,3149291907,2795.0,78.59371948242188,0,-3.515615940093994,-0.609375536441803,441.796875,True,False,False,2797.8125,79.21874237060547,0,-3.328129768371582,-0.6562583446502686,441.984375
1773431400689937,3149383083,2794.843994140625,79.37498474121094,0,-3.703124761581421,-0.6562583446502686,441.890625,True,False,False,2797.8125,79.37498474121094,0,-3.468744516372681,-0.6562583446502686,441.9375305175781
1773431400787943,3149488909,2795.0,81.25,0,-3.468744516372681,-0.7031298875808716,441.9375305175781,True,False,False,2797.65625,79.37498474121094,0,-3.468744516372681,-0.6562583446502686,441.9375305175781
1773431400905367,3149590909,2794.843994140625,80.4687271118164,0,-3.562487602233887,-0.6562583446502686,441.9375305175781,True,False,False,2797.34375,79.37498474121094,0,-3.468744516372681,-0.6562583446502686,441.9375305175781
1773431401011912,3149712896,2794.53125,77.65621185302734,0,-3.234364032745361,-0.6562583446502686,441.890625,True,False,False,2797.1875,79.21874237060547,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431401108692,3149809908,2794.375,78.74995422363281,0,-3.421872854232788,-0.6562583446502686,441.984375,True,False,False,2797.1875,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431401214586,3149916212,2794.218994140625,76.56246185302734,0,-2.343759059906006,-0.609375536441803,441.9375305175781,True,False,False,2797.031494140625,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431401332222,3150033321,2793.750244140625,78.74995422363281,0,-2.859368801116943,-0.6562583446502686,441.9375305175781,True,False,False,2796.5625,78.90626525878906,0,-3.281258106231689,-0.6562583446502686,441.9375305175781
1773431401440686,3150130102,2793.281494140625,80.31249237060547,0,-2.624988555908203,-0.609375536441803,442.03125,True,False,False,2796.25,78.90626525878906,0,-3.281258106231689,-0.6562583446502686,441.9375305175781
1773431401577383,3150244911,2793.4375,79.37498474121094,0,-3.375001192092896,-0.7031298875808716,441.984375,True,False,False,2796.25,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431401680802,3150379887,2793.4375,80.15625,0,-3.468744516372681,-0.7500015497207642,441.984375,True,False,False,2795.78125,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431401780071,3150477909,2792.96875,79.21874237060547,0,-3.93750524520874,-0.609375536441803,441.984375,True,False,False,2795.625,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431401880721,3150581556,2792.96875,75.46871948242188,0,-3.421872854232788,-0.6562583446502686,441.984375,True,False,False,2795.312744140625,78.90626525878906,0,-3.375001192092896,-0.6562583446502686,441.9375305175781
1773431402000481,3150692908,2792.8125,77.96875762939453,0,-3.93750524520874,-0.7031298875808716,442.03125,True,False,False,2795.312744140625,78.74995422363281,0,-3.375001192092896,-0.6562583446502686,441.9375305175781
1773431402103422,3150802908,2792.656494140625,76.56246185302734,0,-4.218757152557373,-0.6562583446502686,442.03125,True,False,False,2795.15625,78.74995422363281,0,-3.421872854232788,-0.6562583446502686,441.9375305175781
1773431402217836,3150899277,2792.34375,80.15625,0,-3.656253337860107,-0.609375536441803,442.078125,True,False,False,2795.0,78.74995422363281,0,-3.421872854232788,-0.6562583446502686,441.9375305175781
1773431402373853,3151022923,2792.187744140625,76.4062271118164,0,-2.578116893768311,-0.6562583446502686,441.984375,True,False,False,2795.0,78.74995422363281,0,-3.421872854232788,-0.6562583446502686,441.9375305175781
1773431402483669,3151177909,2792.031494140625,78.90626525878906,0,-2.859368801116943,-0.6562583446502686,441.9375305175781,True,False,False,2794.843994140625,78.74995422363281,0,-3.421872854232788,-0.6562583446502686,441.9375305175781
1773431402576179,3151276908,2791.875,75.0,0,-2.624988555908203,-0.6562583446502686,441.9375305175781,True,False,False,2794.843994140625,78.74995422363281,0,-3.375001192092896,-0.6562583446502686,441.9375305175781
1773431402679025,3151370007,2791.71875,81.25,0,-2.624988555908203,-0.6562583446502686,441.890625,True,False,False,2794.53125,78.74995422363281,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431402813974,3151474909,2791.25,79.84369659423828,0,-3.468744516372681,-0.609375536441803,441.984375,True,False,False,2794.375,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431402973632,3151672909,2791.40625,81.25,0,-3.328129768371582,-0.7031298875808716,441.890625,True,False,False,2794.218994140625,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431403084521,3151781556,2791.093994140625,78.90626525878906,0,-3.281258106231689,-0.7031298875808716,441.75,True,False,False,2793.750244140625,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431403255629,3151885908,2790.625,79.84369659423828,0,-4.500009059906006,-0.6562583446502686,441.890625,True,False,False,2793.4375,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431403366143,3152062910,2790.468994140625,81.09375762939453,0,-3.281258106231689,-0.609375536441803,441.890625,True,False,False,2793.4375,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431403505652,3152168909,2790.3125,77.96875762939453,0,-3.656253337860107,-0.6562583446502686,441.890625,True,False,False,2793.281494140625,78.90626525878906,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431403596553,3152297680,2789.375244140625,79.84369659423828,0,-2.859368801116943,-0.609375536441803,441.890625,True,False,False,2792.96875,79.21874237060547,0,-3.328129768371582,-0.6562583446502686,441.9375305175781
1773431403711877,3152404575,2790.000244140625,75.93750762939453,0,-3.656253337860107,-0.6562583446502686,441.984375,True,False,False,2792.96875,78.90626525878906,0,-3.375001192092896,-0.6562583446502686,441.9375305175781
1773431403809312,3152509908,2789.53125,77.03125762939453,0,-2.718754053115845,-0.7031298875808716,441.984375,True,False,False,2792.8125,78.90626525878906,0,-3.375001192092896,-0.6562583446502686,441.9375305175781
1773431403901375,3152601146,2789.375244140625,81.09375762939453,0,-3.656253337860107,-0.6562583446502686,441.984375,True,False,False,2792.656494140625,79.21874237060547,0,-3.421872854232788,-0.6562583446502686,441.9375305175781
1773431404006336,3152706863,2789.375244140625,81.25,0,-3.468744516372681,-0.7031298875808716,442.03125,True,False,False,2792.34375,79.37498474121094,0,-3.421872854232788,-0.6562583446502686,441.984375
1773431404157513,3152806212,2789.21875,78.74995422363281,0,-2.578116893768311,-0.6562583446502686,442.03125,True,False,False,2792.187744140625,79.21874237060547,0,-3.375001192092896,-0.6562583446502686,441.984375
1773431404262663,3152961347,2789.0625,80.9375228881836,0,-3.421872854232788,-0.609375536441803,442.03125,True,False,False,2792.031494140625,79.21874237060547,0,-3.375001192092896,-0.6562583446502686,441.984375
1773431404363377,3153062911,2788.906494140625,76.56246185302734,0,-3.796868085861206,-0.6562583446502686,442.078125,True,False,False,2791.875,78.90626525878906,0,-3.375001192092896,-0.6562583446502686,441.984375
1773431404469771,3153162909,2788.59375,78.28124237060547,0,-2.484373807907104,-0.6562583446502686,441.984375,True,False,False,2791.71875,78.90626525878906,0,-3.375001192092896,-0.6562583446502686,441.984375
1773431404605144,3153271909,2788.59375,80.31249237060547,0,-3.562487602233887,-0.7031298875808716,442.078125,True,False,False,2791.40625,79.21874237060547,0,-3.375001192092896,-0.6562583446502686,441.984375
1773431404708757,3153405911,2788.125,79.21874237060547,0,-2.81249737739563,-0.7031298875808716,441.890625,True,False,False,2791.25,79.21874237060547,0,-3.375001192092896,-0.6562583446502686,441.984375
1773431404814322,3153514908,2788.125,79.84369659423828,0,-4.218757152557373,-0.6562583446502686,441.984375,True,False,False,2791.093994140625,79.37498474121094,0,-3.421872854232788,-0.6562583446502686,441.984375
1773431404919477,3153607908,2787.812744140625,77.65621185302734,0,-2.531245231628418,-0.609375536441803,442.03125,True,False,False,2790.625,79.21874237060547,0,-3.421872854232788,-0.6562583446502686,441.984375
