ts,ts.1,copv_1,copv_2,d_cont,i_cont,p_cont,qd_pres,oxtank_1,oxtank_2,pilot_pres,ereg_closed,ereg_stage_1,ereg_stage_2,copv_1_median,copv_2_median,current_angle,qd_pres_median,oxtank_1_median,oxtank_2_median,pilot_pres_median
1775842949534324,52108695,0.0,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842949618257,52186966,0.3125518560409546,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842949769270,52343719,0.0,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842949844870,52415074,0.0,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842949941374,52510788,-0.3124773502349854,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950093817,52662613,0.1563131809234619,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950199550,52765484,0.3125518560409546,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950327379,52896091,-0.1562386751174927,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950489742,53063963,0.1563131809234619,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950634315,53202790,0.0,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950742445,53309749,0.3125518560409546,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950820140,53387739,0.0,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842950952999,53520237,0.3125518560409546,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842951032344,53599975,0.0,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951092353,53661811,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951171479,53739639,-0.3124773502349854,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951235078,53803771,0.0,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951303731,53871678,0.3125518560409546,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951457634,54034378,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951610660,54183598,-0.3124773502349854,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951737737,54304978,0.3125518560409546,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951777529,54344900,0.1563131809234619,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842951812706,54379175,0.1563131809234619,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842951888957,54458099,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842951987617,54558652,0.1563131809234619,0,0,0,0,0,0,0.281263142824173,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952127951,54697342,0.1563131809234619,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952166617,54736894,0.0,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952232767,54795871,0.1563131809234619,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952346123,54913152,0.0,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952432222,55000164,-0.1562386751174927,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952488750,55055487,0.3125518560409546,0,0,0,0,0,0,-0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952533040,55104862,0.0,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952712283,55284496,0.1563131809234619,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.1563131809234619,0,0,0,0,0.0937543809413909,0
1775842952839016,55416598,0.1563131809234619,0,0,0,0,0,0,-0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842952984765,55562622,0.3125518560409546,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953143495,55716754,-0.1562386751174927,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953284404,55853241,-0.1562386751174927,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953419177,55994717,0.0,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953525250,56093842,0.4687905311584473,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953596270,56166285,-0.1562386751174927,0,0,0,0,0,0,0.281263142824173,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953637186,56205177,0.0,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953750797,56322594,0.1563131809234619,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953768892,56337235,-0.1562386751174927,0,0,0,0,0,0,-0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953855053,56420153,0.0,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842953946668,56513933,-0.3124773502349854,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842954060326,56627260,0.1563131809234619,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842954145050,56710689,0.3125518560409546,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842954230073,56798789,-0.1562386751174927,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842954325383,56893177,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842954380076,56949684,0.0,0,0,0,0,0,0,0.0,0,True,False,False,0.1563131809234619,0,0,0,0,0.0468827784061431,0
1775842954527477,57100555,0.0,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.1563131809234619,0,0,0,0,0.0,0
1775842954665541,57233238,0.0,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842954827104,57401603,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842954961131,57531616,0.0,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955052110,57619882,0.0,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955086625,57654369,0.3125518560409546,0,0,0,0,0,0,0.281263142824173,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955188845,57756033,0.1563131809234619,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955240902,57809376,-0.468716025352478,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955290827,57860004,0.1563131809234619,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842955409928,57980885,0.1563131809234619,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955492990,58061189,0.1563131809234619,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842955618412,58185709,-0.3124773502349854,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955665183,58236461,0.0,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955682898,58252801,0.3125518560409546,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842955762568,58328893,-0.3124773502349854,0,0,0,0,0,0,-0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842955855624,58423222,0.6250292062759399,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842955984624,58552779,0.0,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956034059,58602814,0.0,0,0,0,0,0,0,-0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956087123,58654052,0.0,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842956179318,58748971,0.3125518560409546,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956193781,58760902,-0.3124773502349854,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956306117,58873179,-0.3124773502349854,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956358024,58927329,0.0,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956440396,59010040,0.3125518560409546,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956535426,59100354,0.0,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956672756,59234404,-0.1562386751174927,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956727700,59293811,0.3125518560409546,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956844354,59411441,0.1563131809234619,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956880199,59446269,0.0,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842956934375,59502818,0.0,0,0,0,0,0,0,-0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842957018947,59586605,0.3125518560409546,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842957081433,59649711,0.3125518560409546,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842957146055,59712711,-0.1562386751174927,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842957196630,59762743,0.1563131809234619,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0,0
1775842957242454,59810086,0.0,0,0,0,0,0,0,0.2343691885471344,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842957308726,59878378,0.0,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842957440526,60008133,-0.3124773502349854,0,0,0,0,0,0,0.2343691885471344,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842957579620,60149969,0.0,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842957648795,60218882,0.0,0,0,0,0,0,0,0.281263142824173,0,True,False,False,0.0,0,0,0,0,0.0468827784061431,0
1775842957759072,60327391,0.1563131809234619,0,0,0,0,0,0,0.281263142824173,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842957899019,60464799,0.0,0,0,0,0,0,0,-0.0937432050704956,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842957962620,60530188,0.0,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958013330,60580603,0.1563131809234619,0,0,0,0,0,0,0.2343691885471344,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958131388,60699388,-0.1562386751174927,0,0,0,0,0,0,0.2343691885471344,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958168435,60736901,0.0,0,0,0,0,0,0,0.281263142824173,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958275854,60843365,0.1563131809234619,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958349861,60916944,0.1563131809234619,0,0,0,0,0,0,0.2343691885471344,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958399557,60968979,-0.1562386751174927,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958489657,61057877,0.1563131809234619,0,0,0,0,0,0,0.0937543809413909,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958613007,61178122,-0.1562386751174927,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958658050,61230643,0.3125518560409546,0,0,0,0,0,0,0.3281347453594208,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958671491,61241031,0.1563131809234619,0,0,0,0,0,0,-0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958818129,61384022,0.3125518560409546,0,0,0,0,0,0,-0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842958864073,61429227,0.0,0,0,0,0,0,0,-0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958898809,61467257,-0.468716025352478,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842958973495,61541150,-0.3124773502349854,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842959094860,61662808,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842959251946,61820838,-0.3124773502349854,0,0,0,0,0,0,0.1406259834766388,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842959377542,61949831,-0.1562386751174927,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842959432241,61999177,0.0,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842959479052,62048089,0.1563131809234619,0,0,0,0,0,0,0.0,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842959608949,62177114,0.1563131809234619,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842959696234,62265129,0.0,0,0,0,0,0,0,-0.0468716025352478,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
1775842959782922,62351365,0.3125518560409546,0,0,0,0,0,0,0.1874975860118866,0,True,False,False,0.0,0,0,0,0,0.1406259834766388,0
1775842959837473,62404157,0.0,0,0,0,0,0,0,0.0468827784061431,0,True,False,False,0.0,0,0,0,0,0.0937543809413909,0
