ts,ts.1,copv_1,copv_2,d_cont,i_cont,p_cont,qd_pres,oxtank_1,oxtank_2,pilot_pres,ereg_closed,ereg_stage_1,ereg_stage_2,copv_1_median,copv_2_median,current_angle,qd_pres_median,oxtank_1_median,oxtank_2_median,pilot_pres_median
1775847600043661,407609432,1767.343872070312,0,0.0,1.80434250831604,0.0,0,0,0.0468827784061431,0,True,False,False,1750.781372070312,0,0.0,0,0,0.0937543809413909,0
1775847600182194,407744697,1768.750122070312,0,0.0,1.80434250831604,0.0,0,0,0.0937543809413909,0,True,False,False,1753.125,0,0.0,0,0,0.0937543809413909,0
1775847600312707,407879407,1768.750122070312,0,0.0,1.80434250831604,0.0,0,0,0.1874975860118866,0,True,False,False,1754.218994140625,0,0.0,0,0,0.0937543809413909,0
1775847600457567,408020724,1770.156372070312,0,0.0,1.80434250831604,0.0,0,0,0.1874975860118866,0,True,False,False,1754.218994140625,0,0.0,0,0,0.0937543809413909,0
1775847600598186,408155360,1771.718872070312,0,0.0,1.80434250831604,0.0,0,0,0.0,0,True,False,False,1756.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847600745609,408303852,1772.500122070312,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1757.1875,0,0.0,0,0,0.0937543809413909,0
1775847600879466,408437370,1773.593872070312,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1757.500122070312,0,0.0,0,0,0.0937543809413909,0
1775847601025720,408587559,1774.843872070312,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1759.531372070312,0,0.0,0,0,0.0937543809413909,0
1775847601172867,408727787,1776.406372070312,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1760.781372070312,0,0.0,0,0,0.0937543809413909,0
1775847601317006,408874558,1776.875122070312,0,0.0,1.80434250831604,0.0,0,0,0.0468827784061431,0,True,False,False,1761.875122070312,0,0.0,0,0,0.0937543809413909,0
1775847601473718,409016219,1777.500122070312,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1762.812622070312,0,0.0,0,0,0.0937543809413909,0
1775847601618049,409183602,1779.6875,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1764.375122070312,0,0.0,0,0,0.0937543809413909,0
1775847601755507,409313547,1780.312622070312,0,0.0,1.80434250831604,0.0,0,0,0.0468827784061431,0,True,False,False,1765.3125,0,0.0,0,0,0.0937543809413909,0
1775847601907359,409468287,1781.250122070312,0,0.0,1.80434250831604,0.0,0,0,0.0468827784061431,0,True,False,False,1766.40625,0,0.0,0,0,0.0937543809413909,0
1775847602035486,409603048,1781.875,0,0.0,1.80434250831604,0.0,0,0,0.1874975860118866,0,True,False,False,1767.343872070312,0,0.0,0,0,0.0937543809413909,0
1775847602168850,409734925,1781.406372070312,0,0.0,1.80434250831604,0.0,0,0,0.0,0,True,False,False,1768.750122070312,0,0.0,0,0,0.0937543809413909,0
1775847602298090,409863026,1777.8125,0,0.0,1.80434250831604,0.0,0,0,0.0468827784061431,0,True,False,False,1768.750122070312,0,0.0,0,0,0.0937543809413909,0
1775847602425489,409984934,1775.468872070312,0,0.0,1.80434250831604,0.0,0,0,0.0468827784061431,0,True,False,False,1770.156372070312,0,0.0,0,0,0.0937543809413909,0
1775847602572518,410134448,1772.968872070312,0,0.0,1.80434250831604,0.0,0,0,0.1874975860118866,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847602735118,410301583,1770.156372070312,0,0.0,1.80434250831604,0.0,0,0,0.0937543809413909,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847602911188,410464551,1766.40625,0,0.0,1.80434250831604,0.0,0,0,0.0937543809413909,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847603052227,410610613,1763.281372070312,0,0.0,1.80434250831604,0.0,0,0,0.1406259834766388,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847603175890,410741554,1760.781372070312,0,0.0,1.80434250831604,0.0,0,0,0.0937543809413909,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847603343676,410910326,1758.28125,0,0.0,1.80434250831604,0.0,0,0,0.0937543809413909,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
1775847603505189,411063110,1754.531372070312,0,0.0,1.80434250831604,0.0,0,0,0.0937543809413909,0,True,False,False,1771.718872070312,0,0.0,0,0,0.0937543809413909,0
