ts,ts.1,copv_1,copv_2,d_cont,i_cont,p_cont,qd_pres,oxtank_1,oxtank_2,pilot_pres,ereg_closed,ereg_stage_1,ereg_stage_2,copv_1_median,copv_2_median,current_angle,qd_pres_median,oxtank_1_median,oxtank_2_median,pilot_pres_median
1776448800115992,2232340327,4092.500244140625,0.0,0.0,-0.0679392889142036,0.0,0,0.125005841255188,355.3125,0,True,False,False,4092.500244140625,-0.0156238675117492,0.0,0,0.0937581062316894,361.546875,0
1776448800255553,2232480446,4092.500244140625,-0.0312551856040954,0.0,-0.0679392889142036,0.0,0,0.0937581062316894,354.8437805175781,0,True,False,False,4092.500244140625,-0.0156238675117492,0.0,0,0.0937581062316894,361.2187805175781,0
1776448800396620,2232624267,4092.500244140625,0.0,0.0,-0.0679392889142036,0.0,0,0.0937581062316894,354.328125,0,True,False,False,4092.500244140625,-0.0156238675117492,0.0,0,0.0937581062316894,360.7031555175781,0
1776448800542355,2232767479,4092.500244140625,0.0,0.0,-0.0679392889142036,0.0,0,0.125005841255188,354.09375,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,360.2344055175781,0
1776448800686057,2232909742,4117.65673828125,0.0,0.0,-0.0679392889142036,0.0,0,0.125005841255188,353.4375,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,359.625,0
1776448800847662,2233073758,4092.500244140625,0.0,0.0,-0.0679392889142036,0.0,0,0.125005841255188,353.203125,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,359.203125,0
1776448801007137,2233241713,4117.65673828125,0.0156238675117492,0.0,-0.0679392889142036,0.0,0,0.0937581062316894,352.6875,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,358.78125,0
1776448801170664,2233394609,4092.500244140625,0.0,0.0,-0.0679392889142036,0.0,0,0.062495470046997,352.2656555175781,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,358.5937805175781,0
1776448801319849,2233545020,4117.65673828125,0.0,0.0,-0.0679392889142036,0.0,0,0.0937581062316894,351.796875,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,358.0312805175781,0
1776448801476777,2233704711,4117.65673828125,0.0,0.0,-0.0679392889142036,0.0,0,0.062495470046997,351.234375,0,True,False,False,4092.500244140625,0.0,0.0,0,0.0937581062316894,357.7969055175781,0
